Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Decisao
28,female,2,rent,quite rich,moderate,4113,24,car,Aprovado
26,female,3,own,little,unknown,10974,36,furniture/equipment,Negado
29,female,2,own,little,little,1893,12,car,Aprovado
57,female,3,rent,rich,little,1231,24,radio/TV,Aprovado
49,male,1,own,unknown,rich,3656,30,radio/TV,Aprovado
37,male,1,own,little,moderate,1154,9,radio/TV,Aprovado
45,male,1,own,little,little,4006,28,car,Aprovado
30,male,2,free,moderate,moderate,3069,24,furniture/equipment,Aprovado
30,male,2,rent,little,unknown,1740,6,radio/TV,Aprovado
47,male,2,own,little,moderate,2353,21,car,Aprovado
29,male,2,own,unknown,unknown,3556,15,car,Aprovado
35,male,2,own,quite rich,unknown,2397,24,radio/TV,Aprovado
22,male,1,own,little,moderate,454,6,repairs,Aprovado
26,female,2,own,unknown,moderate,1715,30,radio/TV,Aprovado
23,male,1,own,quite rich,moderate,2520,27,radio/TV,Negado
54,female,3,rent,little,unknown,3568,15,radio/TV,Aprovado
29,male,2,rent,unknown,unknown,7166,42,radio/TV,Negado
40,male,1,own,little,little,3939,11,car,Aprovado
22,male,2,own,moderate,moderate,1514,15,repairs,Aprovado
43,male,1,own,little,unknown,7393,24,car,Negado
29,female,0,rent,little,little,1193,24,car,Aprovado
36,male,2,rent,little,little,7297,60,business,Negado
33,female,2,own,little,unknown,2831,30,radio/TV,Aprovado
57,female,1,own,quite rich,rich,1258,24,radio/TV,Aprovado
64,female,2,own,little,moderate,753,6,radio/TV,Aprovado
42,male,2,own,unknown,moderate,2427,18,business,Aprovado
47,male,1,own,little,unknown,2538,24,car,Aprovado
25,male,2,rent,moderate,moderate,1264,15,car,Aprovado
49,male,2,own,little,moderate,8386,30,furniture/equipment,Negado
33,male,3,rent,little,unknown,4844,48,business,Aprovado
28,female,3,own,moderate,rich,2923,21,car,Aprovado
26,male,2,own,little,little,8229,36,car,Negado
30,male,1,own,little,unknown,2028,24,furniture/equipment,Aprovado
25,female,2,rent,little,little,1433,15,furniture/equipment,Aprovado
33,male,2,own,little,rich,6289,42,business,Negado
64,female,2,own,moderate,unknown,1409,13,radio/TV,Aprovado
29,male,3,free,little,little,6579,24,car,Negado
48,male,1,own,little,moderate,1743,24,radio/TV,Aprovado
37,male,1,own,unknown,unknown,3565,12,education,Aprovado
34,male,1,own,moderate,unknown,1569,15,radio/TV,Aprovado
23,male,1,rent,unknown,little,1936,18,radio/TV,Aprovado
30,male,3,own,little,little,3959,36,furniture/equipment,Aprovado
50,male,2,own,unknown,unknown,2390,12,car,Aprovado
31,female,1,own,little,unknown,1736,12,furniture/equipment,Aprovado
40,male,3,own,little,little,3857,30,car,Aprovado
38,male,2,own,little,unknown,804,12,radio/TV,Aprovado
23,male,2,free,little,little,1845,45,radio/TV,Negado
27,male,2,own,moderate,moderate,4576,45,car,Aprovado
